CountyName,Asthma,TotalPopulation,COP,GEOID,Smoking,Drinking,Short_Sleep,Physical_Activity,neighbor_avg_density,minority,aging,disability,forest_total,wetland_total,Hdensity_total,Ldensity_total,grasses_total,water_total,forest_pct,Hdensity_pct,evi_winter,lst_winter,ndvi_winter,savi_winter,winter_count,winter_rate
Allegheny,9.2,4987,4.2,42003070900,10.3,18.8,34.6,19.7,62.33767206747876,0.3908484270734032,0.1718303145853193,0.0743565300285986,0.0,0.0,705.5450980392156,98.16470588235292,0.0,0.0,0.0,0.6588870238002602,0.1071858817952384,8.724825730989139,0.2707480679877403,0.1108060171974331,64.98572792362769,1.3031026252983295
Adams,9.9,2288,7.9,42001031402,12.7,15.6,34.6,21.4,7.310503180896744,0.0481611208406304,0.3371278458844133,0.1506129597197898,15593.376470588231,1933.156862745098,1481.0784313725492,7904.294117647057,33283.31372549018,129.05882352941177,0.4535170915957027,0.1359740517640828,0.2361528978204427,1.990626252838409,0.4259576998844817,0.2416190992701398,56.08057279236278,2.4510739856801913
Allegheny,16.0,1386,18.0,42003050900,35.3,10.3,53.9,50.9,29.517799691176084,0.9818840579710144,0.1710144927536231,0.2427536231884058,136.0941176470588,0.0,314.90196078431364,79.76470588235291,10.0,0.0,0.1102178423236514,0.4371606475716066,0.1271041768273893,4.480182921184695,0.3115621881915525,0.1266724711992959,77.40429594272078,5.584725536992841
Allegheny,10.5,2552,5.2,42003160800,14.1,24.2,35.7,18.3,26.25873842055514,0.1379605826906598,0.1178234790059982,0.1580976863753213,90.60000000000002,0.0,466.6666666666666,209.16078431372551,0.0,0.0,0.2631692853741937,0.423966386554622,0.104781560970715,5.887057626996044,0.2638012299554495,0.1058394572781722,41.17307875894989,1.6133651551312653
Allegheny,11.2,1723,6.4,42003050600,14.2,15.1,41.2,24.8,42.34195011745673,0.8346938775510204,0.2076530612244898,0.2530612244897959,6.0,0.0,402.8039215686275,285.64705882352945,6.0,0.0,0.0,0.3093705885216374,0.1257239420300083,4.978578496608175,0.2937889219153798,0.1280539508144942,34.21326968973748,1.9856801909307882
Adams,10.1,2310,6.4,42001031000,15.3,20.1,38.1,21.0,7.891277209197718,0.0666356011183597,0.1230195712954333,0.1388630009319664,285.30588235294124,341.75686274509803,1477.6235294117644,2236.4627450980406,5690.627450980393,13.0,0.327766552582024,0.2802035064252615,0.2226898068115086,3.285172333682433,0.3812807734895691,0.2170644438133417,45.869212410501206,1.9856801909307882
Allegheny,9.9,2414,5.4,42003101800,11.5,20.2,33.7,17.8,8.228557704257996,0.1721958925750395,0.2144549763033175,0.1026856240126382,206.38823529411764,0.0,1198.1137254901955,564.5568627450979,0.0,0.0,0.3121472952174656,0.4212242119148074,0.1343075984243376,4.295924493115706,0.3568438542654137,0.1413695954873161,40.444582338902165,1.6754176610978528
Allegheny,13.7,1757,12.2,42003050100,23.9,11.8,49.4,38.2,16.20160110931319,0.9545163356822548,0.2210121716848174,0.1844971172325432,0.0,0.0,496.85490196078416,152.3686274509804,0.0,0.0,0.0,0.3882302798781356,0.1474108369436026,9.416104291516396,0.2576278229491012,0.1427847454762166,66.50601431980908,3.7852028639618145
Allegheny,9.3,2312,4.6,42003140400,8.4,20.0,30.3,14.5,26.921730084022393,0.1464063886424134,0.2311446317657498,0.0519077196095829,11.576470588235294,0.0,415.0509803921567,244.9921568627451,0.0,0.0,0.0863821138211382,0.1960732440144372,0.1271613559903169,6.3684606827106425,0.359802543058666,0.1317557249027377,32.99704057279237,1.427207637231504
Adams,9.4,4745,7.3,42001031401,10.7,14.5,33.7,21.5,9.34540343566409,0.1362189688096753,0.3925312964141735,0.1275196265648207,6114.368627450982,743.7882352941177,1305.3254901960786,6203.03137254902,17161.788235294127,45.0,0.3400508221072316,0.061278382974121,0.2319646774995592,1.3413766907180305,0.418201425815705,0.2372782292330437,107.47028639618141,2.2649164677804303
Allegheny,9.2,2243,3.9,42003070300,8.6,22.2,32.1,16.0,11.594126733792642,0.3107989464442493,0.2028094820017559,0.083406496927129,0.0,0.0,420.8941176470586,45.423529411764704,0.0,0.0,0.0,0.7505124478234946,0.0983080580283642,8.59311098461697,0.2483774518311258,0.1021900233503227,27.14083532219571,1.2100238663484488
Allegheny,10.6,3455,7.7,42003192000,16.3,20.2,36.3,23.2,25.566599650791844,0.2215065807896947,0.1848221786614393,0.1870624474936992,109.31764705882352,0.0,639.4156862745097,574.7686274509804,0.0,0.0,0.3018367054096714,0.2975878712795384,0.1501639737762897,6.496458101964109,0.3314448585471768,0.1516946769920415,82.54069212410502,2.389021479713604
Allegheny,12.9,2241,11.7,42003261400,22.6,13.0,44.6,35.2,15.002034642787354,0.5919963201471942,0.2299908003679852,0.2102115915363385,0.0,0.0,520.913725490196,548.5725490196079,0.0,0.0,0.0,0.2563218477336204,0.1260929806311673,3.935145183395754,0.3094313786560831,0.1283125956355829,81.34990453460622,3.6300715990453467
Allegheny,13.0,1424,9.3,42003120300,18.1,12.3,47.1,32.5,16.692148919956168,0.8203535594839942,0.1347348303870043,0.1839464882943143,80.94117647058823,0.0,361.9411764705882,452.1607843137254,9.0,0.0,0.0708817829457364,0.3513841486537733,0.138557386189129,5.007899689714605,0.3273062911154021,0.140179187852606,41.088687350835336,2.8854415274463014
Allegheny,10.9,4019,7.6,42003290400,16.6,19.1,36.7,23.0,40.55125700445208,0.2650998230983068,0.1721000758150113,0.18776851149861,0.0,0.0,1135.9372549019597,892.6078431372551,0.0,0.0,0.0,0.313380330313743,0.1549115806537544,6.725667923568673,0.3127589432539242,0.156441227565967,94.7678281622912,2.357995226730311
Allegheny,12.3,2305,8.9,42003180300,19.7,19.4,40.8,26.6,30.37694987288473,0.4552390640895218,0.1353001017293998,0.1429298067141403,93.30196078431372,0.0,383.14901960784346,188.06274509803924,2.0,0.0,0.2250756556825824,0.542265846493966,0.1044622997930681,2.984252091563625,0.3288775862518593,0.1107810692782574,63.64880668257758,2.761336515513127
Allegheny,10.8,2578,5.8,42003270100,14.6,21.0,37.0,19.6,14.814774755995565,0.189507930052867,0.2574217161447742,0.1655144367629117,48.55294117647059,0.0,803.4156862745097,246.0745098039216,0.0,159.41176470588238,0.1428802196914627,0.5036242318336906,0.0933590327805921,4.6313872740017015,0.2320228522853849,0.095653161997724,46.39169451073987,1.7995226730310268
Allegheny,9.3,5048,5.0,42003141300,11.1,17.9,34.4,21.1,14.10740905326956,0.2794003115264797,0.208138629283489,0.0963785046728972,0.0,0.0,629.4039215686272,203.0117647058824,0.0,0.0,0.0,0.5642126381637156,0.1366046593125133,5.816357228204087,0.2966051827810284,0.1373466733572528,78.31026252983295,1.551312649164678
Allegheny,9.6,2008,3.4,42003080600,9.2,25.1,32.3,14.0,29.31206003544435,0.1691331923890063,0.1427061310782241,0.0618393234672304,0.0,0.0,401.894117647059,4.0,0.0,0.0,0.0,0.9189621693354018,0.1175565641671246,10.40888273993632,0.2528359881554044,0.1189412734162669,21.18224343675418,1.054892601431981
Adams,10.6,1542,9.5,42001030802,16.9,17.6,37.7,25.1,0.275753069247231,0.0419580419580419,0.2288620470438652,0.1163382072472981,118.72549019607844,98.33725490196078,470.3137254901961,693.8941176470589,145.98039215686268,31.031372549019608,0.5021635012386457,0.1886934044859501,0.2420034125473467,1.6428394835555231,0.4562572229367616,0.2460011865209851,45.45035799522674,2.9474940334128883
Adams,10.5,3789,9.4,42001031201,15.3,15.3,36.6,24.1,0.1947007939869672,0.0719936708860759,0.2262658227848101,0.1582278481012658,13221.494117647064,1390.76862745098,949.01568627451,7590.109803921568,43427.219607843086,347.3490196078432,0.3553791345702377,0.1728106314488902,0.2771432976091501,5.353597901942506,0.4659542161144649,0.2795806868741919,110.50496420047735,2.916467780429595
Allegheny,12.1,1211,6.4,42003111400,16.9,17.8,42.1,25.7,34.945579073823666,0.5844854070660522,0.1474654377880184,0.195852534562212,0.0,0.0,269.7372549019608,106.9450980392157,0.0,0.0,0.0,0.5078725847956619,0.1183645381081625,10.100077686370703,0.2760759250566442,0.1178723181699833,24.046587112171842,1.985680190930788
Allegheny,8.3,2853,2.1,42003070800,6.4,23.6,31.9,12.8,28.86574118700208,0.3952569169960474,0.0810276679841897,0.0470355731225296,0.0,0.0,411.72549019607857,67.90588235294118,0.0,0.0,0.0,0.7500428612248786,0.0986559131196666,7.455737569911768,0.2499670023791357,0.100829213421169,18.588758949880674,0.6515513126491649
Allegheny,10.4,1541,5.7,42003090300,15.3,24.0,34.2,19.9,31.58325940762928,0.0821452817379497,0.1493550577053632,0.1350984385607603,0.0,0.0,216.95686274509808,0.0,0.0,0.0,0.0,0.9564926614127686,0.0665273020470833,8.658565414922423,0.1488957359841646,0.0683402452027787,27.25252983293557,1.7684964200477333
Allegheny,14.9,2260,14.2,42003130800,26.2,10.5,50.4,43.2,59.51126740022298,0.941662838768948,0.1786862655029857,0.2705558107487368,0.0,0.0,843.9411764705881,61.98823529411765,0.0,0.0,0.0,0.6921818730977439,0.0834853911423018,8.094232326502526,0.3079990680454457,0.097007514217149,99.56945107398569,4.405727923627686
Allegheny,10.7,3395,7.0,42003241300,17.2,22.5,37.3,22.2,33.35919401576304,0.2336610757663389,0.1231925968768074,0.1668594563331405,372.5764705882353,0.0,1894.058823529412,1263.1725490196077,0.5098039215686274,75.60000000000001,0.4341048554317051,0.4033769164673851,0.1290449495165826,7.495016237970672,0.2745619962672629,0.127197088697834,73.73389021479716,2.1718377088305494
Allegheny,9.2,2220,3.7,42003040400,6.0,18.4,30.4,17.1,21.195100117606717,0.2664211172498465,0.432780847145488,0.1645181092694904,0.0,0.0,196.66666666666669,0.5882352941176471,0.0,0.0,0.0,0.9872981056829512,0.0638126470702387,5.659907317267535,0.181185368335044,0.0668389321096706,25.484964200477336,1.147971360381862
Allegheny,10.3,1618,5.2,42003080200,13.9,22.9,34.5,18.9,72.5134534662736,0.1130155329405463,0.1494376004284949,0.1922870915907873,0.0,0.0,228.2823529411764,40.24705882352941,0.0,0.0,0.0,0.7043221328935616,0.0926659678806166,8.473787033026706,0.1925400337481506,0.0935887443500963,26.104248210023876,1.6133651551312653
Adams,10.9,6424,9.5,42001030700,19.2,17.3,39.5,26.6,0.9752834154328742,0.0388319828772358,0.1793303776181012,0.1279620853080568,10555.713725490195,1715.8901960784312,1335.4117647058824,10057.898039215685,63602.47450980394,256.3254901960785,0.2932923234215313,0.0928552550436084,0.2754515681478207,4.122201171023443,0.4373460513402041,0.2739486628429557,189.34701670644395,2.9474940334128887
Allegheny,9.8,3483,3.8,42003160900,8.1,24.8,31.6,14.7,29.63851687742367,0.1050560096881622,0.0980926430517711,0.0684226460793218,23.84705882352941,0.0,816.3803921568631,51.74509803921568,1.992156862745098,70.38823529411766,0.039302746258839,0.8403281822679737,0.0651487927877181,7.054823262522046,0.1121164025287733,0.0649249640091813,41.06448687350836,1.1789976133651552
Allegheny,9.5,2440,4.3,42003110600,10.2,20.5,32.7,16.1,13.233149875356007,0.1722080136402387,0.1555839727195226,0.0805626598465473,0.0117647058823529,0.0,381.956862745098,158.9921568627451,4.0588235294117645,0.0,0.0,0.403597572870358,0.1315637028129697,4.846732472426611,0.3424760200052112,0.1365486544600546,32.5527446300716,1.334128878281623
Allegheny,9.4,2194,3.1,42003070600,8.2,23.9,31.5,14.2,21.628263056003146,0.1688487584650113,0.1182844243792325,0.0790067720090293,0.0,0.0,378.2549019607843,7.968627450980392,0.0,0.0,0.0,0.8692758281063707,0.085620371146425,8.55847634068222,0.241084044441018,0.0902573018110694,21.102195704057284,0.9618138424821004
Allegheny,9.1,3040,2.3,42003070500,7.4,25.4,31.9,12.8,34.30042798532876,0.246995994659546,0.0410547396528704,0.0340453938584779,0.0,0.0,287.3294117647061,0.0,0.0,0.0,0.0,0.9958645539041068,0.0702462010778396,9.144627077032498,0.1657304598089973,0.0749619892981432,21.69355608591886,0.713603818615752
Allegheny,12.4,2432,6.3,42003101900,17.8,16.9,44.2,26.4,21.76646405520843,0.7809488510007413,0.1115641215715344,0.1990363232023721,0.0,0.0,385.6,285.4901960784314,0.0,0.0,0.0,0.3497477829305996,0.1481864190571201,7.6659353937657455,0.343157525301877,0.14841929303547,47.53718377088307,1.9546539379474945
Adams,10.3,2714,8.2,42001030803,15.9,17.5,37.9,23.3,1.9508652870878045,0.0660029498525073,0.1858407079646017,0.1198377581120943,4413.9333333333325,413.8470588235293,377.52156862745096,4135.38431372549,18739.05098039216,127.15686274509804,0.2507771735315884,0.0424024597997257,0.2768179494221602,4.503200032170159,0.4780902994817126,0.2753646197642459,69.04830548926014,2.544152744630072
Allegheny,9.4,1963,2.8,42003080700,8.9,24.5,34.2,14.6,36.527877860645106,0.3451327433628318,0.0712881022615535,0.0521140609636184,0.0,0.0,277.26666666666665,3.0,0.0,0.0,0.0,0.942845423815114,0.1007420078329346,9.641080079371116,0.238204010454954,0.1034094579011594,17.05326968973747,0.8687350835322195
Allegheny,10.5,5252,7.2,42003191800,16.4,21.2,35.2,21.8,27.51907014297033,0.1151586368977673,0.2130826478652565,0.1893850372111241,30.11372549019607,0.0,1194.6156862745097,468.0823529411765,0.0,0.0,0.0332074488865737,0.42866522008883,0.1391469865947132,6.556055714223649,0.3139486698269957,0.142938204074252,117.32391408114563,2.2338902147971367
Adams,10.3,4437,8.0,42001030300,17.7,18.2,39.6,25.4,0.2163887304989836,0.0727561196736174,0.1636446056210335,0.1690843155031731,57866.05490196075,1336.996078431373,1100.0,9721.752941176475,40909.29803921566,348.70980392156866,0.7181143281265375,0.2036363636363636,0.2397794059853095,2.016297340684841,0.5007422966404954,0.24993994741702,110.13078758949882,2.482100238663485
Allegheny,11.0,2050,7.0,42003180700,18.1,20.7,37.7,24.3,14.80129965510302,0.3563523683045595,0.1266046923417441,0.1146525011066843,0.7490196078431373,0.0,377.4509803921568,23.33333333333333,0.0,0.0,0.0,0.7025350649350651,0.1032988355170062,4.502908057698965,0.2726901568206381,0.1104959045563018,44.52267303102626,2.1718377088305494
Allegheny,12.8,1545,13.5,42003120900,23.1,10.9,46.5,40.1,31.296833549387472,0.8074968233799238,0.2261753494282083,0.1969504447268106,0.0,0.0,1062.9882352941177,202.9372549019608,0.0,0.0,0.0,0.6649327460138271,0.1122737658086757,7.425368086922694,0.240635094149174,0.1130397303412896,64.71300715990455,4.188544152744631
Allegheny,10.3,1807,5.5,42003010301,27.7,24.6,49.5,28.8,63.289423515223966,0.6193293885601578,0.022189349112426,0.0,0.0,0.0,480.6117647058824,6.52156862745098,0.0,162.33725490196076,0.0,0.7906671236006397,0.0210612658674048,5.100014934712045,-0.03943530950646,0.0180422629539733,30.835441527446307,1.706443914081146
Allegheny,9.4,5593,4.8,42003141400,8.9,19.7,31.8,16.4,25.46813401702588,0.2875725435261156,0.2191314788873324,0.0948569141484891,111.8627450980392,0.0,1457.3999999999996,583.7725490196077,9.0,33.062745098039215,0.2621209465381245,0.4430882823830783,0.13462169322149,7.012054161003935,0.2981844985146467,0.136959381585821,83.29431980906922,1.489260143198091
Allegheny,12.4,4046,9.0,42003271600,22.6,16.9,43.8,29.9,8.31105485060923,0.5605568445475638,0.1450116009280742,0.1723897911832946,289.4431372549019,0.0,868.7843137254902,939.9098039215688,5.0,0.0,0.4804221764578366,0.437153561433601,0.1476178879437767,4.965685930631374,0.3612325955959143,0.1521582172604543,112.97899761336517,2.79236276849642
Allegheny,10.3,2243,6.1,42003320600,14.2,21.5,34.4,19.1,33.651385281239236,0.0739247311827957,0.1617383512544803,0.1312724014336917,131.59607843137255,0.0,530.7647058823527,626.1647058823529,0.0,0.0,0.1899752659653723,0.2257046806309801,0.1506146924340871,6.574836939402779,0.3449368151165048,0.1512545798212042,42.451050119331754,1.8926014319809072
Allegheny,12.8,1140,9.5,42003250900,21.7,16.8,44.0,30.9,27.812767055077895,0.5441640378548895,0.0883280757097791,0.1711356466876971,0.0,0.0,259.9372549019608,409.1176470588237,0.0,0.0,0.0,0.2047854685897049,0.1454300980947788,5.794379342264904,0.3069410635912194,0.1448366360341184,33.60143198090692,2.947494033412888
Adams,10.6,2826,9.9,42001031700,16.8,15.9,37.8,26.4,0.631106256062467,0.0694822888283378,0.2057220708446866,0.1508855585831062,78739.74509803914,1408.63137254902,814.7803921568627,7645.854901960782,21224.13333333333,421.6039215686274,0.8363246804376897,0.148236743691311,0.1940611323190547,0.3503816452121207,0.4410980031384441,0.2061887127610002,86.80338902147973,3.0715990453460624
Allegheny,12.5,2552,10.1,42003281400,21.2,16.9,41.6,29.2,16.22245298282358,0.4597329016592473,0.1189801699716713,0.1201942533387292,172.39607843137256,0.0,291.5529411764706,676.2666666666664,0.0,0.0,0.3484679602374831,0.0046001129852312,0.1384187475471647,5.045676631665502,0.3861668874830929,0.1447265969054263,79.97078758949881,3.1336515513126493
Allegheny,9.5,2641,3.6,42003060300,9.1,25.4,32.0,14.1,83.62871342854712,0.1825980392156862,0.1270424836601307,0.1503267973856209,0.0,0.0,1134.992156862745,71.74509803921569,0.0,162.7686274509804,0.0,0.8733376407541903,0.0477776860845206,7.882217684696303,0.1125604455151597,0.0485900767398636,29.49852028639619,1.1169451073985683
Adams,10.3,7138,7.5,42001031600,14.1,17.9,36.6,21.0,0.6165018938867347,0.067524115755627,0.199217111701384,0.1305745840905913,55825.98431372541,4237.501960784314,1265.1999999999998,19394.28235294117,60734.933333333305,418.2039215686275,0.5686709527210122,0.1197733598656029,0.2173204398432588,2.477205529319963,0.4243527069133161,0.2250217877721471,166.0990453460621,2.3269689737470176
Allegheny,16.1,617,11.8,42003051100,29.4,12.2,53.1,42.8,25.41333155789671,0.8231441048034934,0.1222707423580786,0.0786026200873362,16.48235294117647,0.0,156.4313725490196,31.49803921568627,7.262745098039216,0.0,0.0,0.400676861368764,0.1616818572158326,6.433799404932017,0.2966868498235343,0.1579119768465176,22.588973747016713,3.661097852028641
Allegheny,11.2,4141,8.8,42003290200,18.7,17.3,38.5,27.0,35.768998406230864,0.3683223992502343,0.1968134957825679,0.2286785379568884,147.39607843137256,0.0,854.7215686274507,666.0431372549019,0.0,0.0,0.1950194221252594,0.2642484193912477,0.1304921446837336,4.741783247432865,0.3397594968598448,0.1384109320395138,113.0621479713604,2.730310262529833
Adams,10.9,3424,8.4,42001030104,18.4,18.0,39.6,25.2,1.6710001400581609,0.0812960235640648,0.2150220913107511,0.2123711340206185,10099.086274509806,2142.8588235294123,1041.843137254902,6041.019607843138,40245.22745098041,405.8705882352942,0.3546983671984301,0.0323446380848421,0.280906061740565,4.283529683130235,0.4687885643690535,0.2799685647876371,89.23646778042962,2.6062052505966595
Allegheny,10.9,1870,8.4,42003320400,18.1,19.2,36.4,24.2,43.30161537215733,0.1500541711809317,0.251895991332611,0.2481040086673889,0.0,0.0,607.8823529411762,439.6392156862745,0.0,0.0,0.0,0.2342687568543966,0.1500084533964662,5.792610615577402,0.3503210036203136,0.1555630749634083,48.73603818615753,2.6062052505966595
Adams,10.2,3465,7.9,42001031102,13.9,17.2,37.2,22.1,4.6416687337694835,0.1476600322754168,0.2237762237762237,0.115922538999462,1680.8470588235296,758.6431372549021,1071.972549019608,3611.972549019608,12130.560784313731,78.0,0.3053525766653601,0.0298588272307236,0.2827757334517956,2.367448393672061,0.4337554769059725,0.2777536746567921,84.92971360381864,2.4510739856801917
Adams,10.9,3425,9.5,42001030801,19.0,16.4,39.4,27.0,0.4460047819202134,0.047423887587822,0.1908665105386416,0.1607142857142857,9312.749019607842,489.3607843137255,1138.2196078431375,4608.141176470588,9982.85490196079,155.89803921568628,0.5605059225156661,0.1035363105779235,0.2313702757600567,1.4533432165748985,0.4402450819963382,0.2305311560231398,100.95167064439143,2.9474940334128883
Allegheny,13.8,2534,5.9,42003040200,15.2,18.9,40.2,28.2,50.24350538899337,0.4812805208898535,0.1003798155181768,0.1112316874660879,48.239215686274505,0.0,620.0078431372546,114.41960784313729,2.243137254901961,0.0,0.12438013169661,0.6597702748858336,0.0976783908332679,7.11150768235008,0.2398924012904536,0.099685779352138,46.38610978520287,1.83054892601432
Allegheny,10.9,1653,6.5,42003260700,15.4,20.0,39.5,21.7,7.442034713440155,0.3603213844252163,0.1316440049443757,0.1106304079110012,153.3686274509804,0.0,303.56470588235294,502.35686274509817,0.0,0.0,0.1912347541486614,0.1101551499179682,0.1042549474864305,3.569784406713969,0.4110819361718761,0.1150595818343456,33.33615751789977,2.0167064439140816
Allegheny,9.7,4127,5.8,42003202300,11.9,20.7,33.4,19.0,36.934196509731734,0.3018765297797117,0.1645363067718248,0.1079684525428338,305.00392156862745,0.0,621.4274509803921,1345.0352941176473,4.0,0.0,0.1983259617362682,0.071360056542811,0.1687260013345174,5.584895843781905,0.3826546939494326,0.1747061252384978,74.26630071599047,1.7995226730310268
Allegheny,12.1,2400,10.1,42003262000,21.4,17.0,40.3,29.2,26.151036121048925,0.3495539334955393,0.221816707218167,0.1909975669099756,297.1960784313726,0.0,646.1843137254901,804.1647058823531,1.0,0.0,0.30882100679554,0.2200367769773694,0.1499309482718771,5.72934393292573,0.3185499094710073,0.1489312315906119,75.20763723150358,3.1336515513126493
Allegheny,13.9,2231,11.9,42003130700,25.0,11.8,49.7,40.4,54.40936039875951,0.961798839458414,0.2596711798839458,0.1581237911025145,3.2588235294117647,0.0,284.62352941176454,146.02352941176477,0.0,0.0,0.0,0.5290097686658678,0.124869606092925,6.099406309098453,0.31097382635655,0.1276112224778943,82.37128878281625,3.692124105011934
Allegheny,9.7,3787,3.9,42003110200,9.5,22.8,33.9,15.0,5.053134726226598,0.3093241243216576,0.1265416872224963,0.0786877158362111,43.23529411764706,0.0,642.4274509803921,142.30980392156863,0.0,0.0,0.1689795918367347,0.6417997912330073,0.1235445414004589,5.13682499273132,0.3339099165462542,0.130451137153553,45.823603818615766,1.210023866348449
Allegheny,10.1,2678,6.1,42003090200,14.8,21.4,34.3,20.4,45.05902145232096,0.1087692886714339,0.2563041023710952,0.1309747835905156,0.0,0.0,465.6745098039216,14.356862745098042,0.0,0.0,0.0,0.9332446293380042,0.070665291166778,8.672643959300155,0.1812217585791403,0.0720777018493914,50.683866348448696,1.8926014319809072
Allegheny,11.1,2550,7.5,42003202200,17.4,18.1,40.2,25.3,3.6907170357969985,0.4191522762951334,0.1216640502354788,0.1981946624803767,61.06666666666666,0.0,583.8941176470586,510.19999999999993,1.0,0.0,0.3402902645774466,0.253228828756221,0.1268492999084172,4.819317151589252,0.3555071490398582,0.1343443365385083,59.337708830548934,2.326968973747017
